array,filename,row,col,mean_intensity,area,solidity,circularity,max_gradient,kmeans_4,dbscan,gmm,agglomerative,spectral
Array_1Crop,"Array_1Crop_11,13.bmp",11,13,71.90966796875,458.0,0.4959393611261505,0.19371552151074106,33.37663853655727,0,0,2,0,0
Array_1Crop,"Array_1Crop_11,14.bmp",11,14,71.081787109375,459.0,0.5343422584400466,0.22010204976446843,36.0,0,0,2,0,0
Array_1Crop,"Array_1Crop_11,15.bmp",11,15,67.530029296875,389.5,0.5196797865243495,0.20960761473023787,40.44749683231337,0,0,2,0,0
Array_1Crop,"Array_1Crop_11,16.bmp",11,16,70.564453125,425.0,0.5659121171770972,0.24149853126601029,33.734255586866,0,0,2,0,0
Array_1Crop,"Array_1Crop_11,17.bmp",11,17,70.994140625,430.0,0.5676567656765676,0.2808397258400349,32.28002478313795,0,0,2,0,0
Array_1Crop,"Array_1Crop_11,18.bmp",11,18,71.43896484375,457.0,0.544047619047619,0.16631268635788776,33.015148038438355,0,0,2,0,0
Array_1Crop,"Array_1Crop_11,19.bmp",11,19,73.588134765625,495.0,0.5076923076923077,0.1622131293007821,60.530983801686226,0,0,1,0,0
Array_1Crop,"Array_1Crop_11,2.bmp",11,2,72.836669921875,504.5,0.3900270583687669,0.12420719657600374,43.56604182158393,0,0,1,0,0
Array_1Crop,"Array_1Crop_11,20.bmp",11,20,86.546630859375,96.0,0.18842001962708538,0.05548264034033044,54.0,1,-1,0,2,2
Array_1Crop,"Array_1Crop_11,21.bmp",11,21,74.95885416666667,566.0,0.4919600173837462,0.10885004198004622,63.071388124885914,0,-1,1,0,0
Array_1Crop,"Array_1Crop_11,3.bmp",11,3,74.82373046875,384.0,0.6295081967213115,0.156600568783081,52.172789842982326,0,-1,1,0,0
Array_1Crop,"Array_1Crop_11,4.bmp",11,4,71.75341796875,514.5,0.5029325513196481,0.20003411177328956,30.23243291566195,0,0,2,0,0
Array_1Crop,"Array_1Crop_11,5.bmp",11,5,70.49658203125,446.5,0.49337016574585635,0.16586512802619102,35.35533905932738,0,0,2,0,0
Array_1Crop,"Array_1Crop_11,6.bmp",11,6,69.135498046875,500.0,0.6793478260869565,0.31734069207404964,34.785054261852174,0,0,2,0,0
Array_1Crop,"Array_1Crop_11,7.bmp",11,7,67.059326171875,381.0,0.6540772532188841,0.3021383458558887,35.35533905932738,0,-1,2,0,0
Array_1Crop,"Array_1Crop_11,8.bmp",11,8,70.210205078125,391.5,0.6046332046332046,0.2435574093887697,36.22154055254967,0,0,2,0,0
Array_1Crop,"Array_1Crop_11,9.bmp",11,9,68.54541015625,409.5,0.6232876712328768,0.30231209254087316,36.24913792078372,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,1.bmp",12,1,67.43723516949153,368.5,0.5447154471544715,0.233075569670846,55.00909015790027,0,-1,1,0,0
Array_1Crop,"Array_1Crop_12,10.bmp",12,10,65.725830078125,387.0,0.6354679802955665,0.26935941241981565,33.61547262794322,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,11.bmp",12,11,65.47412109375,356.0,0.48435374149659866,0.1926970215360645,59.07622195096772,0,-1,1,0,0
Array_1Crop,"Array_1Crop_12,12.bmp",12,12,68.91259765625,385.5,0.5619533527696793,0.2343293831825097,59.07622195096772,0,-1,1,0,0
Array_1Crop,"Array_1Crop_12,13.bmp",12,13,82.95166015625,36.0,0.6990291262135923,0.25472952684567857,28.071337695236398,1,-1,0,2,2
Array_1Crop,"Array_1Crop_12,14.bmp",12,14,66.015625,1055.0,0.9009393680614859,0.634329233236868,50.35871324805669,3,-1,3,3,3
Array_1Crop,"Array_1Crop_12,15.bmp",12,15,65.576904296875,1082.5,0.9244235695986337,0.6102934792823357,44.721359549995796,3,1,3,3,3
Array_1Crop,"Array_1Crop_12,16.bmp",12,16,69.118896484375,405.5,0.583873290136789,0.3151653254315984,31.240998703626616,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,17.bmp",12,17,68.89208984375,395.0,0.5638829407566024,0.24777305545340256,28.844410203711913,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,18.bmp",12,18,69.404541015625,403.5,0.5805755395683453,0.21910528175820207,32.55764119219941,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,19.bmp",12,19,70.616943359375,461.0,0.6515901060070671,0.29899060408746386,32.55764119219941,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,2.bmp",12,2,67.20751953125,948.0,0.9271393643031784,0.6498308457443959,55.00909015790027,3,1,3,3,3
Array_1Crop,"Array_1Crop_12,20.bmp",12,20,72.48388671875,393.5,0.6290967226219025,0.3115533306958358,35.4682957019364,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,21.bmp",12,21,71.53463541666666,403.5,0.6614754098360656,0.3280425454317077,38.8329756778952,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,3.bmp",12,3,71.857177734375,400.5,0.5426829268292683,0.24392929162811047,32.2490309931942,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,4.bmp",12,4,72.8994140625,407.5,0.6010324483775811,0.18129159524943517,34.058772731852805,0,0,1,0,0
Array_1Crop,"Array_1Crop_12,5.bmp",12,5,69.68310546875,398.0,0.615146831530139,0.2839757187210524,32.802438933713454,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,6.bmp",12,6,64.527099609375,1009.0,0.902101028162718,0.5836116150050802,55.569775957799216,3,1,3,3,3
Array_1Crop,"Array_1Crop_12,7.bmp",12,7,65.107666015625,1084.0,0.9202037351443124,0.5630668533074076,47.01063709417264,3,1,3,3,3
Array_1Crop,"Array_1Crop_12,8.bmp",12,8,68.340576171875,456.0,0.6575342465753424,0.28800828884094115,34.23448553724738,0,0,2,0,0
Array_1Crop,"Array_1Crop_12,9.bmp",12,9,66.998291015625,402.5,0.6455493183640738,0.29558746211602815,32.31098884280702,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,1.bmp",13,1,72.31064618644068,433.0,0.5522959183673469,0.24996746074592238,33.13608305156178,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,10.bmp",13,10,65.759521484375,366.5,0.5704280155642023,0.2264554826859827,36.68787265568828,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,11.bmp",13,11,66.00390625,375.5,0.5445975344452502,0.21365975939502882,71.06335201775947,0,-1,1,0,0
Array_1Crop,"Array_1Crop_13,12.bmp",13,12,68.32568359375,352.0,0.5057471264367817,0.22606186772271408,71.06335201775947,0,-1,1,0,0
Array_1Crop,"Array_1Crop_13,13.bmp",13,13,70.2568359375,363.0,0.532258064516129,0.2513694261743298,29.832867780352597,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,14.bmp",13,14,66.93408203125,354.5,0.5726978998384491,0.2520157866138833,38.41874542459709,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,15.bmp",13,15,70.329345703125,338.0,0.5382165605095541,0.2261227497157677,41.400483088968905,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,16.bmp",13,16,69.415771484375,410.5,0.578984485190409,0.2596404912515891,31.016124838541646,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,17.bmp",13,17,69.490966796875,378.0,0.581986143187067,0.23211474467894885,32.2490309931942,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,18.bmp",13,18,71.804931640625,407.5,0.573943661971831,0.22472539531262403,35.014282800023196,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,19.bmp",13,19,84.8037109375,101.0,0.7426470588235294,0.23836135752927973,25.612496949731394,1,-1,0,2,2
Array_1Crop,"Array_1Crop_13,2.bmp",13,2,69.636962890625,908.5,0.923741738688358,0.6932759787847467,56.142675390472796,3,-1,3,3,3
Array_1Crop,"Array_1Crop_13,20.bmp",13,20,71.07470703125,398.0,0.5714285714285714,0.20988481545248894,34.40930106817051,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,21.bmp",13,21,71.45104166666667,382.0,0.583206106870229,0.25684337089783904,40.22437072223753,0,0,1,0,0
Array_1Crop,"Array_1Crop_13,3.bmp",13,3,79.260986328125,289.0,0.8717948717948718,0.4085349489832422,55.08175741568164,1,-1,0,0,0
Array_1Crop,"Array_1Crop_13,4.bmp",13,4,86.256591796875,34.0,0.8192771084337349,0.18812132936664744,29.154759474226502,1,-1,0,2,2
Array_1Crop,"Array_1Crop_13,5.bmp",13,5,66.76953125,348.5,0.522880720180045,0.20883748228279214,37.12142238654117,0,0,1,0,0
Array_1Crop,"Array_1Crop_13,6.bmp",13,6,66.77099609375,385.5,0.5723830734966593,0.23982472798048468,43.08131845707603,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,7.bmp",13,7,72.0673828125,391.0,0.5792592592592593,0.2571644541841589,32.31098884280702,0,0,2,0,0
Array_1Crop,"Array_1Crop_13,8.bmp",13,8,82.01025390625,73.0,0.863905325443787,0.2910414663973306,37.44329045369811,1,-1,0,2,2
Array_1Crop,"Array_1Crop_13,9.bmp",13,9,67.561279296875,392.0,0.5989304812834224,0.22028573956995764,37.44329045369811,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,1.bmp",14,1,72.03972457627118,504.0,0.4186046511627907,0.11106924224031103,37.013511046643494,0,0,1,0,0
Array_1Crop,"Array_1Crop_14,10.bmp",14,10,66.2470703125,395.5,0.5837638376383764,0.2623430061658442,33.61547262794322,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,11.bmp",14,11,66.573486328125,365.5,0.5947925142392189,0.22111553989820545,79.00632886041473,0,-1,1,0,0
Array_1Crop,"Array_1Crop_14,12.bmp",14,12,68.927978515625,334.5,0.5214341387373344,0.23954316826944133,79.00632886041473,0,-1,1,0,0
Array_1Crop,"Array_1Crop_14,13.bmp",14,13,71.327880859375,421.5,0.586230876216968,0.28500382698199744,33.015148038438355,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,14.bmp",14,14,69.652587890625,349.0,0.5299924069855733,0.2163781402993307,29.966648127543394,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,15.bmp",14,15,69.486083984375,368.5,0.5212164073550212,0.20100565547918864,33.61547262794322,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,16.bmp",14,16,69.847900390625,368.5,0.57398753894081,0.2374816771887732,31.78049716414141,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,17.bmp",14,17,70.067626953125,430.0,0.5702917771883289,0.2684245218126647,35.35533905932738,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,18.bmp",14,18,70.691162109375,369.5,0.5746500777604977,0.2549512689783764,31.240998703626616,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,19.bmp",14,19,73.262939453125,411.0,0.565726083964212,0.24898869398575607,35.4682957019364,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,2.bmp",14,2,68.5869140625,1035.5,0.9103296703296704,0.6106000797700656,50.695167422546305,3,1,3,3,3
Array_1Crop,"Array_1Crop_14,20.bmp",14,20,70.165771484375,386.0,0.5915708812260536,0.32287850688391145,38.18376618407357,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,21.bmp",14,21,66.38802083333333,704.5,0.55146771037182,0.1317929577966091,45.18849411078001,3,-1,1,0,0
Array_1Crop,"Array_1Crop_14,3.bmp",14,3,72.11181640625,981.0,0.946911196911197,0.710301609235129,53.665631459994955,3,-1,3,3,3
Array_1Crop,"Array_1Crop_14,4.bmp",14,4,68.259033203125,1032.5,0.8463114754098361,0.40079501305081994,55.46169849544819,3,-1,3,3,3
Array_1Crop,"Array_1Crop_14,5.bmp",14,5,67.64208984375,1050.5,0.8963310580204779,0.6124739908973554,53.81449618829484,3,1,3,3,3
Array_1Crop,"Array_1Crop_14,6.bmp",14,6,71.197265625,486.5,0.6355323318092749,0.22336700710322951,39.11521443121589,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,7.bmp",14,7,70.53271484375,449.5,0.6339915373765868,0.2451887160218332,36.05551275463989,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,8.bmp",14,8,70.052001953125,386.5,0.576865671641791,0.233819853497687,32.64965543462902,0,0,2,0,0
Array_1Crop,"Array_1Crop_14,9.bmp",14,9,67.601318359375,358.0,0.5806974858069749,0.2419195342094583,31.78049716414141,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,1.bmp",15,1,71.24152542372882,375.0,0.5764796310530361,0.27437323549665044,35.38361202590826,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,10.bmp",15,10,66.904541015625,376.5,0.5980937251787133,0.24214412302722493,38.41874542459709,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,11.bmp",15,11,67.296875,402.0,0.6421725239616614,0.27359645123401366,92.0869154657707,0,-1,1,0,0
Array_1Crop,"Array_1Crop_15,12.bmp",15,12,70.704345703125,376.0,0.5003326679973387,0.21706181348837603,92.0869154657707,0,-1,1,0,0
Array_1Crop,"Array_1Crop_15,13.bmp",15,13,84.312744140625,59.0,0.6210526315789474,0.1424570311911999,31.016124838541646,1,-1,0,2,2
Array_1Crop,"Array_1Crop_15,14.bmp",15,14,71.14013671875,356.5,0.5344827586206896,0.2324986806052141,31.144823004794873,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,15.bmp",15,15,71.047607421875,430.0,0.6525037936267072,0.33730809776755694,37.33630940518894,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,16.bmp",15,16,68.082763671875,314.0,0.5698729582577132,0.26265246159454947,54.405882034941776,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,17.bmp",15,17,70.17041015625,409.0,0.5478901540522438,0.23501797163917854,31.622776601683793,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,18.bmp",15,18,70.7451171875,376.0,0.5762452107279693,0.2559011583681322,32.526911934581186,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,19.bmp",15,19,71.06689453125,387.0,0.6004654771140419,0.274704716695243,34.20526275297414,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,2.bmp",15,2,72.118408203125,413.0,0.5796491228070175,0.2684071312971084,39.92492955535426,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,20.bmp",15,20,71.12939453125,376.0,0.6416382252559727,0.31451377627914634,33.015148038438355,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,21.bmp",15,21,73.3484375,423.0,0.6266666666666667,0.26099807286773336,40.8166632639171,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,3.bmp",15,3,86.1181640625,84.5,0.4378238341968912,0.06885522865213807,33.61547262794322,1,-1,0,2,2
Array_1Crop,"Array_1Crop_15,4.bmp",15,4,70.005859375,390.5,0.568,0.24579232611713517,38.8329756778952,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,5.bmp",15,5,74.008544921875,387.0,0.5802098950524738,0.23333601283294977,37.33630940518894,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,6.bmp",15,6,87.580322265625,84.5,0.7253218884120172,0.1462354926118635,27.16615541441225,1,-1,0,2,2
Array_1Crop,"Array_1Crop_15,7.bmp",15,7,84.347412109375,74.5,0.8662790697674418,0.26394291302291645,36.22154055254967,1,-1,0,2,2
Array_1Crop,"Array_1Crop_15,8.bmp",15,8,68.9013671875,405.0,0.6449044585987261,0.28248507243087717,36.22154055254967,0,0,2,0,0
Array_1Crop,"Array_1Crop_15,9.bmp",15,9,67.779052734375,379.0,0.6343096234309623,0.27240766438644853,36.138621999185304,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,1.bmp",16,1,71.81408898305085,406.5,0.6017764618800888,0.267748176846364,35.12833614050059,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,10.bmp",16,10,67.273193359375,385.0,0.6332236842105263,0.263354882519704,40.0,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,11.bmp",16,11,67.920654296875,342.5,0.633086876155268,0.28762961156785444,91.0494371207203,0,-1,1,0,0
Array_1Crop,"Array_1Crop_16,12.bmp",16,12,69.724365234375,361.5,0.501039501039501,0.18919794196205406,91.0494371207203,0,-1,1,0,0
Array_1Crop,"Array_1Crop_16,13.bmp",16,13,71.822265625,374.0,0.5602996254681648,0.22442969415847114,35.12833614050059,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,14.bmp",16,14,71.7509765625,371.5,0.5524163568773234,0.23111514070990535,39.6232255123179,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,15.bmp",16,15,68.791015625,1020.0,0.9264305177111717,0.6642513752807567,52.40229002629561,3,1,3,3,3
Array_1Crop,"Array_1Crop_16,16.bmp",16,16,68.479736328125,1059.0,0.9070663811563169,0.5732195115899068,54.405882034941776,3,-1,3,3,3
Array_1Crop,"Array_1Crop_16,17.bmp",16,17,71.310546875,377.0,0.570779712339137,0.25973917250092643,32.0624390837628,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,18.bmp",16,18,72.372314453125,446.5,0.6253501400560224,0.30873046943523963,36.05551275463989,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,19.bmp",16,19,71.76171875,406.5,0.6053611317944899,0.27764979358248476,36.796738985948195,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,2.bmp",16,2,71.9970703125,388.5,0.5709037472446731,0.2621434459429044,40.0,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,20.bmp",16,20,72.13671875,390.0,0.5900151285930408,0.3019647745124156,38.47076812334269,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,21.bmp",16,21,74.8796875,464.5,0.6451388888888889,0.3188766320622186,44.94441010848846,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,3.bmp",16,3,72.38623046875,405.0,0.6117824773413897,0.29632309487546576,36.05551275463989,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,4.bmp",16,4,71.128662109375,384.0,0.5557163531114327,0.2003458155396197,38.600518131237564,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,5.bmp",16,5,70.915283203125,378.0,0.6077170418006431,0.275125581051636,41.10960958218893,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,6.bmp",16,6,71.843505859375,383.0,0.6197411003236246,0.2718653919452373,37.33630940518894,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,7.bmp",16,7,71.43505859375,390.0,0.5504587155963303,0.2056660258274342,37.33630940518894,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,8.bmp",16,8,69.009521484375,382.5,0.6194331983805668,0.2808998868706827,32.55764119219941,0,0,2,0,0
Array_1Crop,"Array_1Crop_16,9.bmp",16,9,68.225341796875,376.0,0.6199505358615004,0.24977290729535725,37.33630940518894,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,1.bmp",17,1,72.05243644067797,394.5,0.6624685138539043,0.33965859167445817,35.77708763999664,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,10.bmp",17,10,68.5732421875,358.0,0.62478184991274,0.2448858392412937,32.0,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,11.bmp",17,11,70.081787109375,377.5,0.6486254295532646,0.18201704578867695,104.0,0,-1,1,0,0
Array_1Crop,"Array_1Crop_17,12.bmp",17,12,70.327392578125,349.5,0.4794238683127572,0.1712928963721954,104.0,0,-1,1,0,0
Array_1Crop,"Array_1Crop_17,13.bmp",17,13,72.36767578125,408.0,0.5795454545454546,0.23709226796408522,31.400636936215164,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,14.bmp",17,14,73.849853515625,387.5,0.5527817403708987,0.18604694513683065,34.058772731852805,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,15.bmp",17,15,84.662841796875,104.0,0.6283987915407855,0.17753290397110946,44.04543109109048,1,-1,0,2,2
Array_1Crop,"Array_1Crop_17,16.bmp",17,16,73.780029296875,397.5,0.5719424460431655,0.2350394224612873,35.608987629529715,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,17.bmp",17,17,74.435546875,408.0,0.6071428571428571,0.25895000429366255,35.4682957019364,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,18.bmp",17,18,86.093017578125,95.0,0.7916666666666666,0.3881850784323403,29.154759474226502,1,-1,0,2,2
Array_1Crop,"Array_1Crop_17,19.bmp",17,19,73.08349609375,454.0,0.6270718232044199,0.28674509459163877,41.036569057366385,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,2.bmp",17,2,73.641845703125,488.0,0.6337662337662338,0.2729790263237935,36.22154055254967,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,20.bmp",17,20,75.388671875,425.5,0.6193595342066958,0.3031378355318079,38.600518131237564,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,21.bmp",17,21,90.096875,108.5,0.821969696969697,0.30180777178100177,28.284271247461902,1,-1,0,2,2
Array_1Crop,"Array_1Crop_17,3.bmp",17,3,67.889404296875,343.0,0.5501202886928629,0.2155876046938836,48.104053883222775,0,0,1,0,0
Array_1Crop,"Array_1Crop_17,4.bmp",17,4,70.914306640625,376.0,0.6094003241491086,0.2528091822670355,38.8329756778952,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,5.bmp",17,5,70.869873046875,382.5,0.5625,0.21190084949300061,42.44997055358225,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,6.bmp",17,6,70.342041015625,368.0,0.6042692939244664,0.25483181406257827,34.0,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,7.bmp",17,7,69.97412109375,394.0,0.569364161849711,0.27145154802132876,35.35533905932738,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,8.bmp",17,8,69.1044921875,398.5,0.6490228013029316,0.2735680045225408,36.796738985948195,0,0,2,0,0
Array_1Crop,"Array_1Crop_17,9.bmp",17,9,68.33203125,374.5,0.6390784982935154,0.32061498934886434,31.04834939252005,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,1.bmp",18,1,72.98040254237289,415.0,0.6424148606811145,0.3237835079280004,46.75467891024384,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,10.bmp",18,10,67.168701171875,356.5,0.6406109613656783,0.24598140024571363,39.6232255123179,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,11.bmp",18,11,68.9638671875,342.5,0.6735496558505408,0.3154289886615669,94.08506789071261,0,-1,1,0,0
Array_1Crop,"Array_1Crop_18,12.bmp",18,12,71.141357421875,352.5,0.5525078369905956,0.22717039676809375,94.08506789071261,0,-1,1,0,0
Array_1Crop,"Array_1Crop_18,13.bmp",18,13,74.639404296875,387.0,0.6196957566052842,0.19977257629704412,32.2490309931942,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,14.bmp",18,14,72.598876953125,373.5,0.5448577680525164,0.23124140192713802,32.64965543462902,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,15.bmp",18,15,73.887451171875,399.0,0.5212279555845852,0.1871478967870554,37.013511046643494,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,16.bmp",18,16,73.377197265625,482.5,0.6327868852459017,0.3262499318584026,32.802438933713454,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,17.bmp",18,17,70.28466796875,379.0,0.5326774420238932,0.223791799792013,43.56604182158393,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,18.bmp",18,18,70.126708984375,401.5,0.6549755301794453,0.3120564190469104,42.44997055358225,0,-1,2,0,0
Array_1Crop,"Array_1Crop_18,19.bmp",18,19,72.148681640625,867.0,0.8938144329896908,0.5552089780701192,51.088159097779204,3,-1,3,3,3
Array_1Crop,"Array_1Crop_18,2.bmp",18,2,68.538818359375,980.0,0.8962048468221308,0.5694863289904251,55.60575509783138,3,1,3,3,3
Array_1Crop,"Array_1Crop_18,20.bmp",18,20,74.89794921875,504.5,0.6882673942701227,0.3820884459700368,43.266615305567875,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,21.bmp",18,21,78.51223958333334,429.0,0.6451127819548872,0.30834535264892016,49.8196748283246,0,-1,2,0,0
Array_1Crop,"Array_1Crop_18,3.bmp",18,3,70.322998046875,682.0,0.6669926650366749,0.20491160732840175,48.16637831516918,3,-1,1,0,0
Array_1Crop,"Array_1Crop_18,4.bmp",18,4,71.2314453125,385.0,0.5707931801334322,0.2713024272663211,46.647615158762406,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,5.bmp",18,5,71.378173828125,369.0,0.6009771986970684,0.3045280133593849,37.656340767525464,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,6.bmp",18,6,71.360107421875,382.0,0.6502127659574468,0.28096427319070655,39.6232255123179,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,7.bmp",18,7,72.05419921875,463.5,0.645993031358885,0.28639049399583955,37.013511046643494,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,8.bmp",18,8,69.432861328125,396.5,0.6293650793650793,0.2890327142328851,39.6232255123179,0,0,2,0,0
Array_1Crop,"Array_1Crop_18,9.bmp",18,9,68.51611328125,380.0,0.6473594548551959,0.27514231600186634,39.6232255123179,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,1.bmp",19,1,71.84110169491525,404.0,0.5256994144437215,0.18418212032224449,39.824615503479755,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,10.bmp",19,10,66.220947265625,366.0,0.6495119787045253,0.26306386634621015,47.01063709417264,0,-1,1,0,0
Array_1Crop,"Array_1Crop_19,11.bmp",19,11,68.35791015625,297.5,0.6538461538461539,0.2685714032323614,106.16967551989597,0,-1,1,0,0
Array_1Crop,"Array_1Crop_19,12.bmp",19,12,71.387939453125,337.5,0.5257009345794392,0.20515218337991314,106.16967551989597,0,-1,1,0,0
Array_1Crop,"Array_1Crop_19,13.bmp",19,13,74.03125,476.0,0.5541327124563445,0.24356767150986192,39.92492955535426,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,14.bmp",19,14,69.235595703125,345.0,0.4886685552407932,0.22421419073562823,51.884487084291386,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,15.bmp",19,15,73.93408203125,432.0,0.5581395348837209,0.21420496739161093,38.2099463490856,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,16.bmp",19,16,71.16015625,1050.5,0.945119208277103,0.6899202729124528,53.46026561849464,3,-1,3,3,3
Array_1Crop,"Array_1Crop_19,17.bmp",19,17,71.28271484375,996.0,0.9100045682960256,0.6792861809457412,54.147945482723536,3,-1,3,3,3
Array_1Crop,"Array_1Crop_19,18.bmp",19,18,75.542724609375,430.5,0.6252723311546841,0.28842832418668535,34.40930106817051,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,19.bmp",19,19,73.674560546875,949.0,0.9236009732360098,0.6585503520288425,55.80322571321482,3,-1,3,3,3
Array_1Crop,"Array_1Crop_19,2.bmp",19,2,71.61474609375,395.5,0.6467702371218316,0.31073831263140134,41.012193308819754,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,20.bmp",19,20,88.1904296875,62.5,0.7352941176470589,0.24405973384536528,36.68787265568828,1,-1,0,2,2
Array_1Crop,"Array_1Crop_19,21.bmp",19,21,77.71067708333334,436.0,0.6791277258566978,0.29673644959708945,39.293765408777,0,-1,2,0,0
Array_1Crop,"Array_1Crop_19,3.bmp",19,3,72.380615234375,400.0,0.6299212598425197,0.30804577278347206,41.012193308819754,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,4.bmp",19,4,71.871826171875,432.0,0.611032531824611,0.24388185925233,36.76955262170047,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,5.bmp",19,5,71.644775390625,415.5,0.6155555555555555,0.27504106048816396,38.2099463490856,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,6.bmp",19,6,75.953125,416.5,0.6179525222551929,0.25911024523735016,36.138621999185304,0,0,2,0,0
Array_1Crop,"Array_1Crop_19,7.bmp",19,7,84.77880859375,147.0,0.8882175226586103,0.41186919029147134,37.12142238654117,1,-1,0,2,2
