array,row,col,filename,defect_type
Array_4Crop,7,4,"Array_4Crop_7,4.bmp",Good
Array_4Crop,7,6,"Array_4Crop_7,6.bmp",Good
Array_4Crop,7,7,"Array_4Crop_7,7.bmp",Good
Array_4Crop,7,9,"Array_4Crop_7,9.bmp",Good
Array_4Crop,8,1,"Array_4Crop_8,1.bmp",Good
Array_4Crop,8,17,"Array_4Crop_8,17.bmp",Good
Array_4Crop,8,18,"Array_4Crop_8,18.bmp",Good
Array_4Crop,8,20,"Array_4Crop_8,20.bmp",Good
Array_4Crop,8,21,"Array_4Crop_8,21.bmp",Good
Array_4Crop,8,3,"Array_4Crop_8,3.bmp",Good
Array_4Crop,8,6,"Array_4Crop_8,6.bmp",Good
Array_4Crop,9,12,"Array_4Crop_9,12.bmp",Good
Array_4Crop,9,13,"Array_4Crop_9,13.bmp",Good
Array_4Crop,9,14,"Array_4Crop_9,14.bmp",Good
Array_4Crop,9,15,"Array_4Crop_9,15.bmp",Good
Array_4Crop,9,19,"Array_4Crop_9,19.bmp",Good
Array_4Crop,9,21,"Array_4Crop_9,21.bmp",Good
Array_4Crop,9,3,"Array_4Crop_9,3.bmp",Good
Array_4Crop,9,7,"Array_4Crop_9,7.bmp",Good
Array_4Crop,9,8,"Array_4Crop_9,8.bmp",Good
